Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,New_Attr,Class_Fare
0,1,50.0,1,0,55.9,False,True,False,False,True,55.9,
1,1,14.0,1,2,120.0,True,False,False,False,True,120.0,
0,3,21.0,2,2,34.375,True,False,False,False,True,103.125,
1,2,24.0,2,3,18.75,True,False,False,False,True,37.5,
0,1,64.0,1,4,263.0,False,True,False,False,True,263.0,
0,2,31.0,0,0,10.5,False,True,False,False,True,21.0,
1,2,45.0,1,1,26.25,True,False,False,False,True,52.5,
0,3,20.0,0,0,9.5,False,True,False,False,True,28.5,
0,3,25.0,1,0,7.775,False,True,False,False,True,23.325000000000003,
1,2,28.0,0,0,13.0,True,False,False,False,True,26.0,
1,3,28.0,0,0,8.1125,False,True,False,False,True,24.337500000000002,
1,1,4.0,0,2,81.8583,False,True,False,False,True,81.8583,
1,2,13.0,0,1,19.5,True,False,False,False,True,39.0,
1,1,34.0,0,0,26.55,False,True,False,False,True,26.55,
1,3,5.0,2,1,19.2583,True,False,True,False,False,57.774899999999995,
1,1,52.0,0,0,30.5,False,True,False,False,True,30.5,
0,2,36.0,1,2,27.75,False,True,False,False,True,55.5,
0,3,36.0,1,0,19.9667,False,True,False,False,True,59.900099999999995,
0,1,30.0,0,0,27.75,False,True,True,False,False,27.75,
1,1,49.0,1,0,89.1042,False,True,True,False,False,89.1042,
0,3,49.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,29.0,0,0,7.8958,False,True,True,False,False,23.6874,
1,2,50.0,0,0,10.5,True,False,False,False,True,21.0,
0,3,50.0,0,0,7.75,False,True,False,True,False,23.25,
1,1,48.0,0,0,26.55,False,True,False,False,True,26.55,
0,3,34.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,1,47.0,0,0,38.5,False,True,False,False,True,38.5,
0,2,48.0,0,0,13.0,False,True,False,False,True,26.0,
0,3,48.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,38.0,0,0,7.05,False,True,False,False,True,21.15,
0,2,38.0,0,0,0.0,False,True,False,False,True,0.0,
0,1,56.0,0,0,26.55,False,True,False,False,True,26.55,
0,3,56.0,0,0,7.725,False,True,False,True,False,23.174999999999997,
1,3,0.75,2,1,19.2583,True,False,True,False,False,57.774899999999995,
0,3,0.75,0,0,7.25,False,True,False,False,True,21.75,
0,3,38.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
1,2,33.0,1,2,27.75,True,False,False,False,True,55.5,
1,2,23.0,0,0,13.7917,True,False,True,False,False,27.5834,
0,3,22.0,0,0,9.8375,True,False,False,False,True,29.512500000000003,
0,1,22.0,0,0,52.0,False,True,False,False,True,52.0,
0,2,34.0,1,0,21.0,False,True,False,False,True,42.0,
0,3,29.0,1,0,7.0458,False,True,False,False,True,21.1374,
0,3,22.0,0,0,7.5208,False,True,False,False,True,22.5624,
1,3,2.0,0,1,12.2875,True,False,False,False,True,36.8625,
0,3,9.0,5,2,46.9,False,True,False,False,True,140.7,
0,2,9.0,0,0,0.0,False,True,False,False,True,0.0,
0,3,50.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,63.0,0,0,9.5875,True,False,False,False,True,28.762500000000003,
1,1,25.0,1,0,91.0792,False,True,True,False,False,91.0792,
0,3,25.0,3,1,25.4667,True,False,False,False,True,76.4001,
1,1,35.0,1,0,90.0,True,False,False,False,True,90.0,
0,1,58.0,0,0,29.7,False,True,True,False,False,29.7,
0,3,30.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,9.0,1,1,15.9,False,True,False,False,True,47.7,
0,3,9.0,1,0,19.9667,False,True,False,False,True,59.900099999999995,
0,3,21.0,0,0,7.25,False,True,False,False,True,21.75,
0,1,55.0,0,0,30.5,False,True,False,False,True,30.5,
0,3,21.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,21.0,0,0,14.4583,False,True,True,False,False,43.3749,
1,1,54.0,1,0,78.2667,True,False,True,False,False,78.2667,
0,3,54.0,0,0,15.1,False,True,False,False,True,45.3,
0,1,25.0,1,2,151.55,True,False,False,False,True,151.55,
0,3,24.0,0,0,7.7958,False,True,False,False,True,23.3874,
0,3,17.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
0,3,21.0,0,0,7.75,True,False,False,True,False,23.25,
0,3,21.0,0,0,7.6292,True,False,False,True,False,22.8876,
0,3,37.0,0,0,9.5875,True,False,False,False,True,28.762500000000003,
1,1,16.0,0,0,86.5,True,False,False,False,True,86.5,
0,1,18.0,1,0,108.9,False,True,True,False,False,108.9,
1,2,33.0,0,2,26.0,True,False,False,False,True,52.0,
1,1,33.0,0,0,26.55,False,True,False,False,True,26.55,
0,3,28.0,0,0,22.525,False,True,False,False,True,67.57499999999999,
1,3,26.0,0,0,56.4958,False,True,False,False,True,169.4874,
1,3,29.0,0,0,7.75,False,True,False,True,False,23.25,
0,3,29.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,1,36.0,0,0,26.2875,False,True,False,False,True,26.2875,
1,1,54.0,1,0,59.4,True,False,True,False,False,59.4,
0,3,24.0,0,0,7.4958,False,True,False,False,True,22.4874,
0,1,47.0,0,0,34.0208,False,True,False,False,True,34.0208,
1,2,34.0,0,0,10.5,True,False,False,False,True,21.0,
0,3,34.0,0,0,24.15,False,True,False,True,False,72.44999999999999,
1,2,36.0,1,0,26.0,True,False,False,False,True,52.0,
0,3,32.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,30.0,0,0,93.5,True,False,False,False,True,93.5,
0,3,22.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,22.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
1,1,44.0,0,1,57.9792,True,False,True,False,False,57.9792,
0,3,44.0,0,0,7.2292,False,True,True,False,False,21.6876,
0,3,40.5,0,0,7.75,False,True,False,True,False,23.25,
1,2,50.0,0,0,10.5,True,False,False,False,True,21.0,
0,1,50.0,0,0,221.7792,False,True,False,False,True,221.7792,
0,3,39.0,0,0,7.925,False,True,False,False,True,23.775,
0,2,23.0,2,1,11.5,False,True,False,False,True,23.0,
1,2,2.0,1,1,26.0,True,False,False,False,True,52.0,
0,3,2.0,0,0,7.2292,False,True,True,False,False,21.6876,
0,3,17.0,1,1,7.2292,False,True,True,False,False,21.6876,
1,3,17.0,0,2,22.3583,True,False,True,False,False,67.0749,
0,3,30.0,0,0,8.6625,True,False,False,False,True,25.987499999999997,
1,2,7.0,0,2,26.25,True,False,False,False,True,52.5,
0,1,45.0,0,0,26.55,False,True,False,False,True,26.55,
1,1,30.0,0,0,106.425,True,False,True,False,False,106.425,
0,3,30.0,0,0,14.5,False,True,False,False,True,43.5,
1,1,22.0,0,2,49.5,True,False,True,False,False,49.5,
1,1,36.0,0,2,71.0,True,False,False,False,True,71.0,
0,3,9.0,4,2,31.275,True,False,False,False,True,93.82499999999999,
0,3,11.0,4,2,31.275,True,False,False,False,True,93.82499999999999,
1,2,32.0,1,0,26.0,False,True,False,False,True,52.0,
0,1,50.0,1,0,106.425,False,True,True,False,False,106.425,
0,1,64.0,0,0,26.0,False,True,False,False,True,26.0,
1,2,19.0,1,0,26.0,True,False,False,False,True,52.0,
1,2,19.0,0,0,13.8625,False,True,True,False,False,27.725,
0,3,33.0,1,1,20.525,False,True,False,False,True,61.574999999999996,
1,2,8.0,1,1,36.75,False,True,False,False,True,73.5,
1,1,17.0,0,2,110.8833,False,True,True,False,False,110.8833,
0,2,27.0,0,0,26.0,False,True,False,False,True,52.0,
0,3,27.0,0,0,7.8292,False,True,False,True,False,23.4876,
1,3,22.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
1,3,22.0,0,0,7.775,True,False,False,False,True,23.325000000000003,
0,1,62.0,0,0,26.55,False,True,False,False,True,26.55,
1,1,48.0,1,0,39.6,True,False,True,False,False,39.6,
0,1,48.0,0,0,227.525,False,True,True,False,False,227.525,
1,1,39.0,1,1,79.65,True,False,False,False,True,79.65,
1,3,36.0,1,0,17.4,True,False,False,False,True,52.199999999999996,
0,3,36.0,0,0,7.75,False,True,False,True,False,23.25,
0,3,40.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,2,28.0,0,0,13.5,False,True,False,False,True,27.0,
0,3,28.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,28.0,0,0,8.05,True,False,False,False,True,24.150000000000002,
0,3,24.0,2,0,24.15,False,True,False,False,True,72.44999999999999,
0,3,19.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,29.0,0,4,21.075,True,False,False,False,True,63.224999999999994,
0,3,29.0,0,0,7.2292,False,True,True,False,False,21.6876,
1,3,32.0,0,0,7.8542,False,True,False,False,True,23.5626,
1,2,62.0,0,0,10.5,False,True,False,False,True,21.0,
1,1,53.0,2,0,51.4792,True,False,False,False,True,51.4792,
1,1,36.0,0,0,26.3875,False,True,False,False,True,26.3875,
1,3,36.0,0,0,7.75,True,False,False,True,False,23.25,
0,3,16.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,19.0,0,0,14.5,False,True,False,False,True,43.5,
1,2,34.0,0,0,13.0,True,False,False,False,True,26.0,
1,1,39.0,1,0,55.9,True,False,False,False,True,55.9,
0,3,39.0,1,0,14.4583,True,False,True,False,False,43.3749,
1,3,32.0,0,0,7.925,False,True,False,False,True,23.775,
1,2,25.0,1,1,30.0,True,False,False,False,True,60.0,
1,1,39.0,1,1,110.8833,True,False,True,False,False,110.8833,
0,2,54.0,0,0,26.0,False,True,False,False,True,52.0,
0,1,36.0,0,0,40.125,False,True,True,False,False,40.125,
0,3,36.0,0,0,8.7125,False,True,True,False,False,26.137500000000003,
1,1,18.0,0,2,79.65,True,False,False,False,True,79.65,
0,2,47.0,0,0,15.0,False,True,False,False,True,30.0,
1,1,60.0,1,1,79.2,False,True,True,False,False,79.2,
0,3,22.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,22.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,3,35.0,0,0,7.125,False,True,False,False,True,21.375,
1,1,52.0,1,0,78.2667,True,False,True,False,False,78.2667,
0,3,47.0,0,0,7.25,False,True,False,False,True,21.75,
0,3,47.0,0,2,7.75,True,False,False,True,False,23.25,
0,2,37.0,1,0,26.0,False,True,False,False,True,52.0,
0,3,36.0,1,1,24.15,False,True,False,False,True,72.44999999999999,
1,2,36.0,0,0,33.0,True,False,False,False,True,66.0,
0,3,49.0,0,0,0.0,False,True,False,False,True,0.0,
0,3,49.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
1,1,49.0,1,0,56.9292,False,True,True,False,False,56.9292,
1,2,24.0,2,1,27.0,True,False,False,False,True,54.0,
0,3,24.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,1,24.0,0,0,42.4,False,True,False,False,True,42.4,
0,3,44.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,1,35.0,0,0,26.55,False,True,True,False,False,26.55,
0,3,36.0,1,0,15.55,False,True,False,False,True,46.650000000000006,
0,3,30.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,27.0,0,0,30.5,False,True,False,False,True,30.5,
1,2,22.0,1,2,41.5792,True,False,True,False,False,83.1584,
1,1,40.0,0,0,153.4625,True,False,False,False,True,153.4625,
0,3,39.0,1,5,31.275,True,False,False,False,True,93.82499999999999,
0,3,39.0,0,0,7.05,False,True,False,False,True,21.15,
1,3,39.0,1,0,15.5,True,False,False,True,False,46.5,
0,3,39.0,0,0,7.75,False,True,False,True,False,23.25,
0,3,35.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,2,24.0,1,2,65.0,True,False,False,False,True,130.0,
0,3,34.0,1,1,14.4,False,True,False,False,True,43.2,
0,3,26.0,1,0,16.1,True,False,False,False,True,48.300000000000004,
1,2,4.0,2,1,39.0,True,False,False,False,True,78.0,
0,2,26.0,0,0,10.5,False,True,False,False,True,21.0,
0,3,27.0,1,0,14.4542,False,True,True,False,False,43.3626,
1,1,42.0,1,0,52.5542,False,True,False,False,True,52.5542,
1,3,20.0,1,1,15.7417,False,True,True,False,False,47.2251,
0,3,21.0,0,0,7.8542,False,True,False,False,True,23.5626,
0,3,21.0,0,0,16.1,False,True,False,False,True,48.300000000000004,
0,1,61.0,0,0,32.3208,False,True,False,False,True,32.3208,
0,2,57.0,0,0,12.35,False,True,False,True,False,24.7,
1,1,21.0,0,0,77.9583,True,False,False,False,True,77.9583,
0,3,26.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,26.0,0,0,7.7333,False,True,False,True,False,23.1999,
0,3,51.0,0,0,7.0542,False,True,False,False,True,21.162599999999998,
1,1,32.0,0,0,30.5,False,True,True,False,False,30.5,
0,1,32.0,0,0,0.0,False,True,False,False,True,0.0,
0,3,9.0,3,2,27.9,True,False,False,False,True,83.69999999999999,
1,2,28.0,0,0,13.0,True,False,False,False,True,26.0,
0,3,32.0,0,0,7.925,False,True,False,False,True,23.775,
0,2,31.0,1,1,26.25,False,True,False,False,True,52.5,
0,3,41.0,0,5,39.6875,True,False,False,False,True,119.0625,
0,3,41.0,1,0,16.1,False,True,False,False,True,48.300000000000004,
0,3,20.0,0,0,7.8542,False,True,False,False,True,23.5626,
1,1,24.0,0,0,69.3,True,False,True,False,False,69.3,
0,3,2.0,3,2,27.9,True,False,False,False,True,83.69999999999999,
1,3,2.0,0,0,56.4958,False,True,False,False,True,169.4874,
1,3,0.75,2,1,19.2583,True,False,True,False,False,57.774899999999995,
1,1,48.0,1,0,76.7292,False,True,True,False,False,76.7292,
0,3,19.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,56.0,0,0,35.5,False,True,True,False,False,35.5,
0,3,56.0,0,0,7.55,False,True,False,False,True,22.65,
1,3,23.0,0,0,7.55,True,False,False,False,True,22.65,
0,3,23.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,2,18.0,0,1,23.0,True,False,False,False,True,46.0,
0,3,21.0,0,0,8.4333,False,True,False,False,True,25.299899999999997,
1,3,21.0,0,0,7.8292,True,False,False,True,False,23.4876,
0,3,18.0,0,0,6.75,True,False,False,True,False,20.25,
0,2,24.0,2,0,73.5,False,True,False,False,True,147.0,
0,3,24.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,32.0,1,1,15.5,True,False,False,True,False,46.5,
0,2,23.0,0,0,13.0,False,True,False,False,True,26.0,
0,1,58.0,0,2,113.275,False,True,True,False,False,113.275,
1,1,50.0,2,0,133.65,False,True,False,False,True,133.65,
0,3,40.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
0,1,47.0,0,0,25.5875,False,True,False,False,True,25.5875,
0,3,36.0,0,0,7.4958,False,True,False,False,True,22.4874,
1,3,20.0,1,0,7.925,False,True,False,False,True,23.775,
0,2,32.0,2,0,73.5,False,True,False,False,True,147.0,
0,2,25.0,0,0,13.0,False,True,False,False,True,26.0,
0,3,25.0,0,0,7.775,False,True,False,False,True,23.325000000000003,
0,3,43.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,1,43.0,1,0,52.0,True,False,False,False,True,52.0,
1,2,40.0,1,1,39.0,True,False,False,False,True,78.0,
0,1,31.0,1,0,52.0,False,True,False,False,True,52.0,
1,2,31.0,0,0,13.0,False,True,False,False,True,26.0,
0,2,31.0,0,0,0.0,False,True,False,False,True,0.0,
0,3,18.0,0,0,7.775,False,True,False,False,True,23.325000000000003,
0,3,24.5,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,18.0,0,0,9.8417,True,False,False,False,True,29.5251,
0,3,43.0,1,6,46.9,True,False,False,False,True,140.7,
1,1,36.0,0,1,512.3292,False,True,True,False,False,512.3292,
0,3,36.0,0,0,8.1375,True,False,False,True,False,24.412499999999998,
1,1,27.0,0,0,76.7292,False,True,True,False,False,76.7292,
0,3,20.0,0,0,9.225,False,True,False,False,True,27.674999999999997,
0,3,14.0,5,2,46.9,False,True,False,False,True,140.7,
0,2,60.0,1,1,39.0,False,True,False,False,True,78.0,
0,2,25.0,1,2,41.5792,False,True,True,False,False,83.1584,
0,3,14.0,4,1,39.6875,False,True,False,False,True,119.0625,
0,3,19.0,0,0,10.1708,False,True,False,False,True,30.5124,
0,3,18.0,0,0,7.7958,False,True,False,False,True,23.3874,
1,1,15.0,0,1,211.3375,True,False,False,False,True,211.3375,
1,1,31.0,1,0,57.0,False,True,False,False,True,57.0,
1,3,4.0,0,1,13.4167,True,False,True,False,False,40.2501,
1,3,4.0,0,0,56.4958,False,True,False,False,True,169.4874,
0,3,25.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
0,1,60.0,0,0,26.55,False,True,False,False,True,26.55,
0,2,52.0,0,0,13.5,False,True,False,False,True,27.0,
0,3,44.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,44.0,0,0,7.7333,True,False,False,True,False,23.1999,
0,1,49.0,1,1,110.8833,False,True,True,False,False,110.8833,
0,3,42.0,0,0,7.65,False,True,False,False,True,22.950000000000003,
1,1,18.0,1,0,227.525,True,False,True,False,False,227.525,
1,1,35.0,0,0,26.2875,False,True,False,False,True,26.2875,
0,3,18.0,0,1,14.4542,True,False,True,False,False,43.3626,
0,3,25.0,0,0,7.7417,False,True,False,True,False,23.225099999999998,
0,3,26.0,1,0,7.8542,False,True,False,False,True,23.5626,
0,2,39.0,0,0,26.0,False,True,False,False,True,52.0,
1,2,45.0,0,0,13.5,True,False,False,False,True,27.0,
1,1,42.0,0,0,26.2875,False,True,False,False,True,26.2875,
1,1,22.0,0,0,151.55,True,False,False,False,True,151.55,
1,3,22.0,1,1,15.2458,False,True,True,False,False,45.737399999999994,
1,1,24.0,0,0,49.5042,True,False,True,False,False,49.5042,
0,1,24.0,0,0,26.55,False,True,False,False,True,26.55,
1,1,48.0,1,0,52.0,False,True,False,False,True,52.0,
0,3,29.0,0,0,9.4833,False,True,False,False,True,28.4499,
0,2,52.0,0,0,13.0,False,True,False,False,True,26.0,
0,3,19.0,0,0,7.65,False,True,False,False,True,22.950000000000003,
1,1,38.0,0,0,227.525,True,False,True,False,False,227.525,
1,2,27.0,0,0,10.5,True,False,False,False,True,21.0,
0,3,27.0,0,0,15.5,False,True,False,True,False,46.5,
0,3,33.0,0,0,7.775,False,True,False,False,True,23.325000000000003,
1,2,6.0,0,1,33.0,True,False,False,False,True,66.0,
0,3,17.0,1,0,7.0542,False,True,False,False,True,21.162599999999998,
0,2,34.0,0,0,13.0,False,True,False,False,True,26.0,
0,2,50.0,0,0,13.0,False,True,False,False,True,26.0,
1,1,27.0,1,0,53.1,False,True,False,False,True,53.1,
0,3,20.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
1,2,30.0,3,0,21.0,True,False,False,False,True,42.0,
1,3,30.0,0,0,7.7375,True,False,False,True,False,23.2125,
0,2,25.0,1,0,26.0,False,True,False,False,True,52.0,
0,3,25.0,1,0,7.925,True,False,False,False,True,23.775,
1,1,29.0,0,0,211.3375,True,False,False,False,True,211.3375,
0,3,11.0,0,0,18.7875,False,True,True,False,False,56.362500000000004,
0,2,11.0,0,0,0.0,False,True,False,False,True,0.0,
0,2,23.0,0,0,13.0,False,True,False,False,True,26.0,
0,2,23.0,0,0,13.0,False,True,False,False,True,26.0,
0,3,28.5,0,0,16.1,False,True,False,False,True,48.300000000000004,
0,3,48.0,1,3,34.375,True,False,False,False,True,103.125,
1,1,35.0,0,0,512.3292,False,True,True,False,False,512.3292,
0,3,35.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,35.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,35.0,0,0,30.0,False,True,False,False,True,30.0,
0,1,36.0,1,0,78.85,False,True,False,False,True,78.85,
1,1,21.0,2,2,262.375,True,False,True,False,False,262.375,
0,3,24.0,1,0,16.1,False,True,False,False,True,48.300000000000004,
1,3,31.0,0,0,7.925,False,True,False,False,True,23.775,
0,3,16.0,1,1,20.25,False,True,False,False,True,60.75,
1,2,30.0,0,0,13.0,True,False,False,False,True,26.0,
0,1,19.0,1,0,53.1,False,True,False,False,True,53.1,
0,3,31.0,0,0,7.75,False,True,False,True,False,23.25,
1,2,4.0,1,1,23.0,True,False,False,False,True,46.0,
1,3,6.0,0,1,12.475,False,True,False,False,True,37.425,
0,3,33.0,0,0,9.5,False,True,False,False,True,28.5,
0,3,23.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,2,48.0,1,2,65.0,True,False,False,False,True,130.0,
1,2,0.67,1,1,14.5,False,True,False,False,True,29.0,
0,3,28.0,0,0,7.7958,False,True,False,False,True,23.3874,
0,2,18.0,0,0,11.5,False,True,False,False,True,23.0,
0,3,34.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,1,33.0,0,0,86.5,True,False,False,False,True,86.5,
0,3,33.0,0,0,14.5,False,True,False,False,True,43.5,
0,3,41.0,0,0,7.125,False,True,False,False,True,21.375,
1,3,20.0,0,0,7.2292,False,True,True,False,False,21.6876,
1,1,36.0,1,2,120.0,True,False,False,False,True,120.0,
0,3,16.0,0,0,7.775,False,True,False,False,True,23.325000000000003,
1,1,51.0,1,0,77.9583,True,False,False,False,True,77.9583,
0,1,51.0,0,0,39.6,False,True,True,False,False,39.6,
0,3,30.5,0,0,7.75,True,False,False,True,False,23.25,
0,3,30.5,1,0,24.15,False,True,False,True,False,72.44999999999999,
0,3,32.0,0,0,8.3625,False,True,False,False,True,25.087500000000002,
0,3,24.0,0,0,9.5,False,True,False,False,True,28.5,
0,3,48.0,0,0,7.8542,False,True,False,False,True,23.5626,
0,2,57.0,0,0,10.5,True,False,False,False,True,21.0,
0,3,57.0,0,0,7.225,False,True,True,False,False,21.674999999999997,
1,2,54.0,1,3,23.0,True,False,False,False,True,46.0,
0,3,18.0,0,0,7.75,False,True,False,False,True,23.25,
0,3,18.0,0,0,7.75,False,True,False,True,False,23.25,
1,3,5.0,0,0,12.475,True,False,False,False,True,37.425,
0,3,5.0,0,0,7.7375,False,True,False,True,False,23.2125,
1,1,43.0,0,1,211.3375,True,False,False,False,True,211.3375,
1,3,13.0,0,0,7.2292,True,False,True,False,False,21.6876,
1,1,17.0,1,0,57.0,True,False,False,False,True,57.0,
0,1,29.0,0,0,30.0,False,True,False,False,True,30.0,
0,3,29.0,1,2,23.45,False,True,False,False,True,70.35,
0,3,25.0,0,0,7.05,False,True,False,False,True,21.15,
0,3,25.0,0,0,7.25,False,True,False,False,True,21.75,
1,3,18.0,0,0,7.4958,True,False,False,False,True,22.4874,
0,3,8.0,4,1,29.125,False,True,False,True,False,87.375,
1,3,1.0,1,2,20.575,False,True,False,False,True,61.724999999999994,
0,1,46.0,0,0,79.2,False,True,True,False,False,79.2,
0,3,46.0,0,0,7.75,False,True,False,True,False,23.25,
0,2,16.0,0,0,26.0,False,True,False,False,True,52.0,
0,3,16.0,8,2,69.55,True,False,False,False,True,208.64999999999998,
0,1,16.0,0,0,30.6958,False,True,True,False,False,30.6958,
0,3,25.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,2,39.0,0,0,13.0,False,True,False,False,True,26.0,
1,1,49.0,0,0,25.9292,True,False,False,False,True,25.9292,
1,3,31.0,0,0,8.6833,True,False,False,False,True,26.049899999999997,
0,3,30.0,0,0,7.2292,False,True,True,False,False,21.6876,
0,3,30.0,1,1,24.15,True,False,False,False,True,72.44999999999999,
0,2,34.0,0,0,13.0,False,True,False,False,True,26.0,
1,2,31.0,1,1,26.25,True,False,False,False,True,52.5,
1,1,11.0,1,2,120.0,False,True,False,False,True,120.0,
1,3,0.42,0,1,8.5167,False,True,True,False,False,25.5501,
1,3,27.0,0,0,6.975,False,True,False,False,True,20.924999999999997,
0,3,31.0,0,0,7.775,False,True,False,False,True,23.325000000000003,
0,1,39.0,0,0,0.0,False,True,False,False,True,0.0,
0,3,18.0,0,0,7.775,True,False,False,False,True,23.325000000000003,
0,2,39.0,0,0,13.0,False,True,False,False,True,26.0,
1,1,33.0,1,0,53.1,True,False,False,False,True,53.1,
0,3,26.0,0,0,7.8875,False,True,False,False,True,23.6625,
0,3,39.0,0,0,24.15,False,True,False,False,True,72.44999999999999,
0,2,35.0,0,0,10.5,False,True,False,False,True,21.0,
0,3,6.0,4,2,31.275,True,False,False,False,True,93.82499999999999,
0,3,30.5,0,0,8.05,False,True,False,False,True,24.150000000000002,
0,1,30.5,0,0,0.0,False,True,False,False,True,0.0,
0,3,23.0,0,0,7.925,True,False,False,False,True,23.775,
0,2,31.0,1,1,37.0042,False,True,True,False,False,74.0084,
0,3,43.0,0,0,6.45,False,True,False,False,True,19.35,
0,3,10.0,3,2,27.9,False,True,False,False,True,83.69999999999999,
1,1,52.0,1,1,93.5,True,False,False,False,True,93.5,
1,3,27.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
0,1,38.0,0,0,0.0,False,True,False,False,True,0.0,
1,3,27.0,0,1,12.475,True,False,False,False,True,37.425,
0,3,2.0,4,1,39.6875,False,True,False,False,True,119.0625,
0,3,2.0,0,0,6.95,False,True,False,True,False,20.85,
0,3,2.0,0,0,56.4958,False,True,False,False,True,169.4874,
1,2,1.0,0,2,37.0042,False,True,True,False,False,74.0084,
1,3,1.0,0,0,7.75,False,True,False,True,False,23.25,
1,3,15.0,1,0,14.4542,True,False,True,False,False,43.3626,
1,2,0.83,1,1,18.75,False,True,False,False,True,37.5,
0,3,0.83,0,0,7.2292,False,True,True,False,False,21.6876,
0,3,23.0,0,0,7.8542,False,True,False,False,True,23.5626,
0,3,18.0,0,0,8.3,False,True,False,False,True,24.900000000000002,
1,1,39.0,1,1,83.1583,True,False,True,False,False,83.1583,
0,3,21.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
0,3,21.0,0,0,8.05,False,True,False,False,True,24.150000000000002,
1,3,32.0,0,0,56.4958,False,True,False,False,True,169.4874,
1,1,32.0,0,0,29.7,False,True,True,False,False,29.7,
0,3,20.0,0,0,7.925,False,True,False,False,True,23.775,
0,2,16.0,0,0,10.5,False,True,False,False,True,21.0,
1,1,30.0,0,0,31.0,True,False,True,False,False,31.0,
0,3,34.5,0,0,6.4375,False,True,True,False,False,19.3125,
0,3,17.0,0,0,8.6625,False,True,False,False,True,25.987499999999997,
0,3,42.0,0,0,7.55,False,True,False,False,True,22.65,
0,3,42.0,8,2,69.55,False,True,False,False,True,208.64999999999998,
0,3,35.0,0,0,7.8958,False,True,True,False,False,23.6874,
0,2,28.0,0,1,33.0,False,True,False,False,True,66.0,
1,1,28.0,1,0,89.1042,True,False,True,False,False,89.1042,
0,3,4.0,4,2,31.275,False,True,False,False,True,93.82499999999999,
0,3,9.0,1,1,15.2458,True,False,True,False,False,45.737399999999994,
1,1,16.0,0,1,39.4,True,False,False,False,True,39.4,
0,2,44.0,1,0,26.0,True,False,False,False,True,52.0,
1,3,18.0,0,1,9.35,True,False,False,False,True,28.049999999999997,
1,1,45.0,1,1,164.8667,True,False,False,False,True,164.8667,
1,1,51.0,0,0,26.55,False,True,False,False,True,26.55,
1,3,24.0,0,3,19.2583,True,False,True,False,False,57.774899999999995,
0,3,24.0,0,0,7.2292,False,True,True,False,False,21.6876,
0,3,41.0,2,0,14.1083,False,True,False,False,True,42.3249,
0,2,21.0,1,0,11.5,False,True,False,False,True,23.0,
1,1,48.0,0,0,25.9292,True,False,False,False,True,25.9292,
0,3,48.0,8,2,69.55,True,False,False,False,True,208.64999999999998,
0,2,24.0,0,0,13.0,False,True,False,False,True,26.0,
1,2,42.0,0,0,13.0,True,False,False,False,True,26.0,
1,2,27.0,1,0,13.8583,True,False,True,False,False,27.7166,
0,1,31.0,0,0,50.4958,False,True,False,False,True,50.4958,
0,3,31.0,0,0,9.5,False,True,False,False,True,28.5,
1,3,4.0,1,1,11.1333,False,True,False,False,True,33.3999,
